project,connection_site,assigned_charging_zone,updated_charging_zone,latitude,longitude,location_basis,confidence,source_urls,notes,customer_name,project_status,host_to,plant_type,project_id,project_number
NatPower Gwyddelwern Green Energy Park,North Wales connection Node A 400kV Substation,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,GWYDDELWERN ENERGY LIMITED,Scoping,NGET,Energy Storage System,a0l8e0000012gbUAAQ,PRO-004432
NatPower Immingham Green Energy Park,Trent Valley North Connection Node F 400kV Substation,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,IMMINGHAM ENERGY STORAGE LIMITED,Awaiting Consents,NGET,Energy Storage System,a0l8e0000012hwgAAA,PRO-004566
NatPower Kinoulton Green Energy Park,West Anglia Connection Node C 400kV Substation,GZ18,,52.2,0.12,settlement/regional proxy,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/,Named regional settlement proxy (west anglia). Location matched to west anglia. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,DALBY ENERGY LIMITED,Scoping,NGET,Energy Storage System,a0l8e000001I31pAAC,PRO-004333
NatPower Navenby Energy Park,Trent Valley South Connection Node C 400kV Substation,GZ18,,53.05327,-0.184605,settlement proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://zenodo.org/records/10866260; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Wymondley 400kV Substation). Location matched to Bicker Fen 132kV.,NAVENBY ENERGY LIMITED,Scoping,NGET,Energy Storage System,a0lJ9000000PDm1IAG,PRO-005006
NatPower Oswestry Green Energy Park,Cheshire Connection Node A2 400kV,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,NP SPV 43 LIMITED,Scoping,NGET,Energy Storage System,a0lJ9000000PDuCIAW,PRO-005057
NatPower Yaxley Green Energy Park,North Anglia Connection Node C 400kV Substation,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,YAXLEY ENERGY LIMITED,Scoping,NGET,Energy Storage System,a0l8e0000012eVvAAI,PRO-004371
Nethercourt Solar & BESS Farm,West Anglia Connection Node F 400kV Substation,GZ18,,52.464397,-0.885865,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf,Spatial point-in-polygon. Location matched to MARKET HARBOROUGH 400KV SUBSTATION.,Greentech Invest UK (15) Limited,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000000TPXJAA4,PRO-003437
New Marton GEC,Cheshire Connection Node A2 400kV,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,NEW MARTON GREEN ENERGY CENTRE LIMITED,Scoping,NGET,Demand;Energy Storage System;PV Array (Photo Voltaic/solar);Reactive Compensation,a0lJ9000000blJnIAI,PRO-004796
Newchurch,Newchurch 400kV Substation,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,SSE Newchurch Solar Limited,Scoping,NGET,Demand;Energy Storage System;PV Array (Photo Voltaic/solar),a0l4L0000005ic4QAA,PRO-002056
Newchurch High Impact Energy Hub,East Kent connection node A 400kV Substation,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,TELIS ENERGY UK LIMITED,Scoping,NGET,Energy Storage System;Nuclear;PV Array (Photo Voltaic/solar);Wind Onshore,a0l8e0000012hoUAAQ,PRO-004525
North Falls Offshore Wind Farm,North Falls Offshore Platform Substation,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,NORTH FALLS OFFSHORE WIND FARM LIMITED,Scoping,NGET,Wind Offshore,a0l4L0000005izVQAQ,PRO-000451
NorthFleet 2 BESS,NorthFleet 400kV Substation,GZ18,,51.295137,0.239132,settlement proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://zenodo.org/records/10866260; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Northfleet.,CSE41 LIMITED,Scoping,NGET,Energy Storage System,a0l4L0000005itrQAA,PRO-002322
NorthFleet Tertiary,Northfleet East 400kV Substation,GZ18,,51.427966,0.330012,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to NORTHFLEET EAST 132KV S/S.,CSE29 LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l4L0000005ibCQAQ,PRO-002038
Norwich,Norwich Main 400kV Substation,GZ18,,52.574033,1.272254,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/32227788; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Norwich Main Substation.,PIVOTED POWER LLP,Consents Approved,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l4L0000005iclQAA,PRO-001077
Norwich 100MW BESS,Norwich Main 132kV,GZ18,,52.574033,1.272254,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/32227788; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Norwich Main Substation.,FLEXION ENERGY SPV 2 LTD,Scoping,NGET,Energy Storage System,a0l4L0000005iXNQAY,PRO-002126
Norwich 2,Norwich Main 400kV Substation,GZ18,,52.574033,1.272254,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/32227788; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Norwich Main Substation.,EDF ENERGY RENEWABLES LIMITED,Scoping,NGET,PV Array (Photo Voltaic/solar);Wind Onshore,a0l4L0000005itQQAQ,PRO-002408
Norwich Green Energy Centre,Norwich Main 400kW Substation,GZ18,,52.518544,-1.258391,charging-zone centroid proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to NORWICH MAIN.,Norwich NG Limited,Awaiting Consents,NGET,Demand;Energy Storage System;PV Array (Photo Voltaic/solar),a0l4L0000005iixQAA,PRO-001771
Norwich Main BESS,North Anglia Connection Node A 400kV,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,TASWAY ENERGY PARK LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000000f4xHAAQ,PRO-003894-1
Norwich Main BESS,North Anglia Connection Node A 400kV,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,TASWAY ENERGY PARK LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000000f4xHAAQ,PRO-003894-2
Norwich Yare,Norwich GSP,GZ18,,52.574304,1.272531,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to NORWICH 400KV S/S.,ASHGREEN ENERGYFARM LIMITED,Consents Approved,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l4L0000005icmQAA,PRO-001076
Noventum - Astwood,West Anglia Connection Node C 400kV Substation,GZ18,,52.2,0.12,settlement/regional proxy,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/,Named regional settlement proxy (west anglia). Location matched to west anglia. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,NOVENTUM POWER SOLAR 12 LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e0000012j9PAAQ,PRO-004635
Noventum - Biggleswade,Biggleswade 400kV Substation,GZ18,,52.080569,-0.228953,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf,Spatial point-in-polygon. Location matched to BIGGLESWADE 132KV S/S.,NOVENTUM POWER SOLAR 7 LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000000ViASAA0,PRO-004337
Noventum - Stocksbridge,Leeds South Connection Node C 400kV Substation,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,NOVENTUM POWER SOLAR 14 LIMITED,Scoping,NGET,Energy Storage System,a0l8e0000012jKHAAY,PRO-004661
Noventum- Bridgwater,Woolavington 400kV Substation,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,NOVENTUM POWER SOLAR 13 LIMITED,Scoping,NGET,Energy Storage System,a0l8e0000012jJ4AAI,PRO-004650
Noventum Cottered,West Anglia Connection Node D 400kV Substation,GZ18,,52.2,0.12,settlement/regional proxy,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/,Named regional settlement proxy (west anglia). Location matched to west anglia. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,NOVENTUM POWER SOLAR 5 LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000001Hom7AAC,PRO-004092
Noventum -Long Stratton,North Anglia Connection Node A 400kV,GZ18,,52.518544,-1.258391,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (NGET). Location matched to NGET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,Noventum Power Solar 8 Limited,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e0000012gHLAAY,PRO-004405
Noventum Market Harborough,West Anglia Connection Node F 400kV Substation,GZ18,,52.464397,-0.885865,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf,Spatial point-in-polygon. Location matched to MARKET HARBOROUGH 400KV SUBSTATION.,NOVENTUM POWER SOLAR 1 LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000000eySrAAI,PRO-003759
Noventum Navenby,Trent Valley South Connection Node C 400kV Substation,GZ18,,53.05327,-0.184605,settlement proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://zenodo.org/records/10866260; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Wymondley 400kV Substation). Location matched to Bicker Fen 132kV.,NOVENTUM POWER SOLAR 4 LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000000f57EAAQ,PRO-003915
