Connection Site,TEC Project Names,TEC Customer Names,TEC Plant Types,TEC Project Numbers,TEC Register Source,Latitude,Longitude,Matched Feature,Match Type,Confidence,Match Score,Source URL,Source Description,Confidence Notes
London North West Connection Node A 132kV Substation,Amersham Substation,Sandbrook Capital BES Ltd,Energy Storage System,PRO-004598,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.676685,-0.607692,Amersham,TEC project-derived locality proxy,Low,100.0,https://www.openstreetmap.org/node/368772368,OpenStreetMap named town: Amersham,"TEC project-derived locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
London North West Connection Node A 400kV Substation,Amersham Main,Amersham 10 Renewables Limited,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-003404,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.664969,-0.655909,Amersham Main,TEC project geocoded-area proxy,Low,100.0,https://www.openstreetmap.org/way/41710456,TEC project 'Amersham Main' matched via OpenStreetMap/Photon to Amersham Main; Buckinghamshire,"TEC project geocoded-area proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
London South Connection Node A 132kV Substation,Beddington 1 BESS | Beddington 2 BESS,Bluestone Beddington 1 Ltd | Bluestone Energy Ltd,Energy Storage System,PRO-003170 | PRO-003577,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.371988,-0.132393,Beddington,TEC project-derived locality proxy,Low,96.0,https://www.openstreetmap.org/node/33758152,OpenStreetMap named suburb: Beddington,"TEC project-derived locality proxy; score 96.0/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
London West Connection Node A 400kV Substation,Tyler Hill Iver,FRV Powertek Limited,Energy Storage System,PRO-004134,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.307809,1.069309,Tyler Hill,TEC project geocoded-area proxy,Low,80.0,https://www.openstreetmap.org/node/1069054323,TEC project 'Tyler Hill Iver' matched via OpenStreetMap/Photon to Tyler Hill; Kent,"TEC project geocoded-area proxy; score 80.0/100; next-candidate margin 80.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
London West Connection Node B 400kV Substation,TH West Weybridge | West Weybridge,FRV Powertek Limited | West Weybridge 10 Renewables Limited,Energy Storage System | Energy Storage System;PV Array (Photo Voltaic/solar),PRO-003531 | PRO-003410,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,66.7,,,Best candidate 'London Road TPH' scored 66.7; below reliability threshold.
Long Stratton 400kV,Long Stratton PV & BESS Station,EAST PYE SOLAR LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-002297,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.487826,1.233093,Long Stratton,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/173439383,OpenStreetMap named town: Long Stratton,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
LONGCROFT ENERGY PARK 132KV SUBSTATION,Longcroft Energy Park,GLENBURNIE ENERGY LIMITED,Energy Storage System;Wind Onshore,PRO-002623,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,75.0,,,Best candidate 'Gedling Energy Park' scored 75.0; below reliability threshold.
Longmorn Energy Park 275kV Substation,Longmorn Energy Park,ELGIN ENERGY ES CO LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-002727,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,76.9,,,Best candidate 'Gedling Energy Park' scored 76.9; below reliability threshold.
Longside 132kV Substation,Scaraben Offshore Wind Farm | Sinclair Offshore Wind Farm,SCARABEN OFFSHORE WIND FARM LIMITED | SINCLAIR OFFSHORE WIND FARM LIMITED,Wind Offshore,PRO-002401 | PRO-003790,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.487127,-1.849568,Longside,Town/locality proxy,Low,100.0,https://www.openstreetmap.org/node/317151775,OpenStreetMap named locality: Longside,"Town/locality proxy; score 100.0/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Longside 400kV Substation,Broadshore Offshore Wind Farm | Marram Wind Offshore Wind Farm | Muir Mhor Offshore Wind Farm | Netherton BESS | Netherton Hub Bess,Broadshore Offshore Wind Farm Limited | Marramwind Limited | MUIR MHÒR OFFSHORE WIND FARM LIMITED | HARMONY ENERGY LIMITED | Field Netherton Ltd,Wind Offshore | Energy Storage System,PRO-002171 | PRO-001406-1 | PRO-001406-2 | PRO-001698 | PRO-004626 | PRO-004753,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.487127,-1.849568,Longside,Town/locality proxy,Low,100.0,https://www.openstreetmap.org/node/317151775,OpenStreetMap named locality: Longside,"Town/locality proxy; score 100.0/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Lorg Extension Wind Farm 132/33kV Substation,Lorg Extension Wind Farm,RWE Renewables UK Onshore Wind Limited,Wind Onshore,PRO-002430,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.289885,-4.155156,Lorg Windfarm,TEC project matched to DESNZ REPD,Low,100.0,https://www.gov.uk/government/publications/renewable-energy-planning-database-quarterly-extract,"DESNZ REPD ref 6036: Lorg Windfarm; Lorg Windfarm, Ayr; planning ref 15/0935/PP",TEC project matched to DESNZ REPD; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Lorg Wind Farm 132/32kV,Lorg Wind Farm,RWE Renewables UK Onshore Wind Limited,Wind Onshore,PRO-000153,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.289885,-4.155156,Lorg Windfarm,TEC project matched to DESNZ REPD,Low,100.0,https://www.gov.uk/government/publications/renewable-energy-planning-database-quarterly-extract,"DESNZ REPD ref 6036: Lorg Windfarm; Lorg Windfarm, Ayr; planning ref 15/0935/PP",TEC project matched to DESNZ REPD; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Lovedean 132KV Substation,Peak Gen Havant,PEAK GEN POWER 18 LIMITED,Oil & AGT (Advanced Gas Turbine),PRO-003903,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,50.916208,-1.040225,LOVEDEAN 132KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; LOVEDEAN 132KV S/S; NATIONAL GRID; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Lovedean 400kV Substation,EcoLovedean | Green Frog @ Down Barn Farm | Lovedean (Tertiary) | Lovedean Greener Grid Park,Econergy International Limited | VIRIDIS 178 LIMITED | LOVEDEAN GREEN LIMITED | Statkraft UK Ltd,Energy Storage System | CCGT (Combined Cycle Gas Turbine) | Energy Storage System;PV Array (Photo Voltaic/solar) | Energy Storage System;Reactive Compensation,PRO-002230 | PRO-001261 | PRO-000484 | PRO-001855,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,50.917728,-1.041331,LOVEDEAN 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; LOVEDEAN 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Luichart GSP,Luichart (part of the Conon Cascade),SSE Generation Limited,Hydro,PRO-000175,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.575611,-4.689404,Luichart Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/295169544,OpenStreetMap named substation feature: Luichart Substation,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Lunanhead 2 GSP,Carseview Road BESS,Vital Energi Solutions Limited,Energy Storage System,PRO-003169,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.658432,-2.857072,Lunanhead,Town/locality proxy,Medium,96.0,https://www.openstreetmap.org/node/408608619,OpenStreetMap named village: Lunanhead,"Town/locality proxy; score 96.0/100; next-candidate margin 96.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Lunanhead GSP,Montreathmont Moor Forest,Montreathmont Energy Centre Limited,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-001849,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.654402,-2.865325,LUNANHEAD,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; LUNANHEAD; SSE NETWORKS; PSS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Lyndhurst 132/33kV,Templeton BESS,Templeton Battery Storage Limited,Energy Storage System,PRO-002593-1 | PRO-002593-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.481102,-3.017426,LYNDHURST,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; LYNDHURST; SSE NETWORKS; PSS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Lynemore Windfarm 132kV Substation,Lynemore Wind Farm,GGE Scotland Ltd,Wind Onshore,PRO-004173,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.379488,-4.058543,Lynemore,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/13027424837,OpenStreetMap named hamlet: Lynemore,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
M74 West Wind Farm 132kV,M74 West Wind Farm,RENEWCO POWER LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar);Wind Onshore,PRO-002398,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.519585,0.001840,WEST HAM 132KV S/S,Candidate infrastructure match,Low,79.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; WEST HAM 132KV S/S; NATIONAL GRID; GSP,Candidate infrastructure match; score 79.0/100; next-candidate margin 4.0. Coordinates represent the matched mapped feature.
Mablethorpe 400kV Substation,EcoMablethorpe | Mablethorpe Green Energy Centre,Econergy International Limited | MABLETHORPE NG LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar) | Demand;Energy Storage System;PV Array (Photo Voltaic/solar),PRO-002583 | PRO-002255,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,53.318149,0.235849,Mablethorpe,Exact normalized name,High,100.0,https://www.openstreetmap.org/relation/2992772,OpenStreetMap named plant feature: Mablethorpe,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
MacDuff 132/33kV GSP Substation,YAMAL BESS,OPDE UK LIMITED,Energy Storage System,PRO-005918,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.664059,-2.498401,MACDUFF,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; MACDUFF; SSE NETWORKS; PSS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Machair 275/66kV Offshore Substation,Machair Offshore Wind Farm,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Wind Offshore,PRO-001392,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,71.4,,,Best candidate 'MACHRIE' scored 71.4; below reliability threshold.
Maentwrog GSP,Maentwrog,NUCLEAR DECOMMISSIONING AUTHORITY,Hydro,PRO-000261,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.935994,-4.004026,MAENTWROG,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; MAENTWROG; SP ENERGY NETWORKS; PSS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Manchester South connection node A 400kv,Daines NP BESS | Siddington BESS Station,Daines Flexpower Limited | IBV BIRTLES HILL ENERGY PARK LTD,Energy Storage System,PRO-003194 | PRO-003942,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,53.420305,-2.276268,SOUTH MANCHESTER 275KV S/S,Candidate infrastructure match,Low,82.1,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SOUTH MANCHESTER 275KV S/S; NATIONAL GRID; TRANS,Candidate infrastructure match; score 82.1/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Manchester South Connection Node B 400kV Substation,Cellarhead PV & BESS Station,IB VOGT UK LTD,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-003240,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,53.420305,-2.276268,SOUTH MANCHESTER 275KV S/S,Candidate infrastructure match,Low,82.1,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SOUTH MANCHESTER 275KV S/S; NATIONAL GRID; TRANS,Candidate infrastructure match; score 82.1/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Mannington 400kV Substation,Mannington | Mannington Tertiary,BAYWA R.E. UK LIMITED | PIVOTED POWER LLP | MANNINGTON ENERGY CENTRE LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar) | Energy Storage System,PRO-001092 | PRO-001091 | PRO-000464,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,50.846870,-1.896017,MANNINGTON 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; MANNINGTON 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Manquhill Wind Farm 132/33kV Substation,Manquhill Wind Farm,ENERGYFARM UK MANQUHILL LTD,Energy Storage System;Wind Onshore,PRO-004662,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,70.7,,,Best candidate 'MANUEL' scored 70.7; below reliability threshold.
Marchwood 400kV Substation,Marchwood | MARCHWOOD ENERGY STORAGE,MARCHWOOD POWER LIMITED | BW ESS DEVELOPMENT UK LIMITED,CCGT (Combined Cycle Gas Turbine) | Energy Storage System,PRO-000202 | PRO-002190,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,50.898334,-1.440202,MARCHWOOD 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; MARCHWOOD 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Margam 275kV Substation,Y Bryn Wind Farm,Y BRYN WIND FARM LIMITED,Wind Onshore,PRO-002029,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.562905,-3.753915,MARGAM 275KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; MARGAM 275KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
